FID,thermo_tecto_age,thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,heat_prod_provinces,thickness_crust,_lithk_cona,_depth_to_moho_?,d_2_young_rift,OBJECTID_1,lon,lat,_num_in_cell,_num_in_continent,GHF,upper_mantle_vel_structure,_lithology_HM_unmodified,rock_type,age,magnetic_anomaly,depth_to_moho,_depth_to_moho_pasyanos,lithos_asthenos_bdry,_airy_gravity_anomaly,bougeur_gravity_anomaly,topography,_continent
535,1,10.497,11.0,-0.024800001,372.93,115.98,588.5,137.96,6.519202405,1.440000057,23.3600006,100.0,-23.08,232.78,8528,-123.333313,45.50012207,4,18947,48.671299,5,2,3,0.73329002,15.4139996,-25.1166,32975.89844,38370.5,63.4257011,185.0189972,482.1919861,North America
536,2,19.002,12.0,-0.0034,2786.22,2731.84,2837.56,2825.66,19.91230775,1.980000019,37.2700005,200.0,-37.1,1517.54,8579,-72.33331299,45.50012207,1,18947,41.7823982,2,5,3,1.87293816,441.3009949,-33.0410995,47400.89844,141653.0,40.9317017,153.1069946,195.7819977,North America
537,1,14.747,14.0,-0.033599999,703.43,502.49,756.22,259.95,7.64852927,1.440000057,35.0200005,100.0,-34.01,107.49,8533,-118.333313,45.50012207,16,18947,70.5809021,6,2,1,0.49338338,117.3300018,-37.6144981,40900.0,47845.60156,11.1887999,32.0271988,1080.969971,North America
538,2,18.996,12.0,-0.0042,2654.34,2753.74,2850.88,2822.14,18.72164523,1.980000019,38.9000015,190.0,-38.4,1421.09,8580,-71.33331299,45.50012207,1,18947,46.290699,2,3,3,1.89815307,-136.9290009,-36.2498016,47055.0,110247.0,-10.7264004,87.6147995,355.401001,North America
539,2,19.002,12.0,-0.0054,2588.54,2769.14,2861.89,2810.82,18.17965896,1.980000019,33.9900017,180.0,-33.66,1372.2,8582,-69.33331299,45.50012207,1,18947,49.5101013,2,3,3,1.97188604,-20.8465996,-35.7907982,44526.80078,102523.0,10.8392,119.4020004,312.3450012,North America
540,1,19.998,20.0,-0.025,1347.37,1197.53,1333.66,349.47,2.121320344,1.440000057,48.7799988,190.0,-47.06,278.04,8542,-109.333313,45.50012207,55,18947,66.8470001,4,3,3,1.11750221,-174.4629974,-38.8776016,49893.5,68523.60156,27.2268009,-25.7439003,1303.099976,North America
541,6,15.498,16.0,0.043200001,2126.28,2195.93,2124.76,1242.96,12.10371844,0.959999979,42.0099983,210.0,-41.66,1125.29,8554,-97.33331299,45.50012207,2,18947,48.8544006,1,1,3,2.79320812,-198.8249969,-41.4393005,45055.5,235340.0,-5.41539,68.8455963,565.0720215,North America
542,4,19.001,12.0,-0.0011,2984.47,2721.78,2839.58,2750.58,21.92031022,0.959999979,37.9199982,200.0,-37.77,1439.48,8576,-75.33331299,45.50012207,2,18947,36.4306984,2,8,2,1.89256561,-91.4580002,-33.0074005,46838.60156,182136.0,-9.5353403,106.4160004,80.3315964,North America
543,2,19.002,12.0,-0.0042,2522.86,2787.47,2875.74,2766.79,17.67766953,1.980000019,34.0,170.0,-33.85,1325.27,8583,-68.33331299,45.50012207,1,18947,51.0844002,2,3,3,1.99754381,-76.233902,-36.1295013,42564.80078,151817.0,-10.9729996,112.7740021,122.2649994,North America
544,2,18.002,14.0,0.0186,1942.33,2988.33,3061.21,2319.12,16.50757402,1.980000019,41.3499985,160.0,-41.23,921.23,8590,-61.33331299,45.50012207,1,18947,49.0555992,2,3,3,1.87829995,24.0307999,-32.6013985,41827.60156,171527.0,-12.6787996,133.4940033,121.6900024,North America
545,1,19.998,20.0,-0.025,1347.37,1197.53,1333.66,349.47,2.121320344,1.440000057,48.7799988,190.0,-47.06,278.04,8541,-110.333313,45.50012207,12,18947,70.2555008,4,10,1,0.94812948,-70.0569,-43.475399,44044.10156,56537.30078,46.7879982,-36.6180992,1996.140015,North America
546,2,18.996,12.0,-0.0042,2654.34,2753.74,2850.88,2822.14,18.72164523,1.980000019,38.9000015,190.0,-38.4,1421.09,8581,-70.33331299,45.50012207,1,18947,49.4471016,2,3,3,1.94035935,-77.3181,-38.6958008,46308.30078,90739.5,-3.9942999,90.1154022,450.3399963,North America
547,1,10.803,17.0,-0.034899998,560.79,347.23,665.82,116.97,9.513148795,1.440000057,38.6699982,100.0,-38.07,77.38,8531,-120.333313,45.50012207,26,18947,69.2353973,6,2,1,0.62136,97.8964996,-33.1652985,45588.10156,59774.0,0.425098,66.1491013,422.6279907,North America
548,1,14.997,16.0,-0.043699998,1132.12,965.89,1121.88,249.79,2.121320344,1.440000057,40.1199989,100.0,-38.21,103.48,8538,-113.333313,45.50012207,2,18947,75.4710999,6,8,3,0.57592404,-40.2422981,-50.9448013,43115.89844,49030.60156,-13.8701,-95.4166031,2172.620117,North America
549,2,14.004,15.0,-0.0023,2132.76,2861.49,2942.54,2408.18,15.70031847,1.980000019,38.0099983,160.0,-37.92,1082.53,8589,-62.33331299,45.50012207,1,18947,50.5679016,2,3,3,1.91821504,297.303009,-29.8502007,39243.10156,148934.0,4.28267,144.2489929,155.2299957,North America
550,2,14.995,15.01,-0.017000001,1746.11,1567.68,1721.3,723.3,6.964194139,0.959999979,48.7299995,200.0,-47.86,640.33,8547,-104.333313,45.50012207,37,18947,60.388401,2,3,3,1.89136946,-5.0351601,-37.0125008,46156.60156,187042.0,3.9556601,17.5930004,1074.48999,North America
551,1,19.998,20.0,-0.0167,1421.07,1274.69,1406.51,412.24,2.915475947,1.440000057,52.2999992,190.0,-51.01,326.5,8543,-108.333313,45.50012207,12,18947,65.4934006,4,3,3,1.30382562,-66.9428024,-34.8540993,50224.69922,65449.60156,13.7805004,-10.3957996,1550.339966,North America
552,4,17.499,17.0,0.0405,2467.41,2575.23,2467.62,1624.11,15.70031847,0.959999979,41.6100006,220.0,-41.25,975.95,8560,-91.33331299,45.50012207,1,18947,53.453701,1,5,3,2.65793753,-58.6973,-40.3428993,49994.80078,264915.0,0.209435,89.1063004,368.0039978,North America
553,1,14.747,14.0,-0.032900002,631.12,424.84,708.06,187.91,8.631338251,1.440000057,36.7799988,100.0,-36.14,72.93,8532,-119.333313,45.50012207,10,18947,70.8923035,6,1,3,0.55321473,-63.7840996,-32.3434982,44089.69922,48942.19922,-30.6506996,20.2198009,720.1339722,North America
554,1,19.999,20.0,-0.0244,1610.64,1505.9,1586.38,607.68,5.700877126,1.440000057,43.2799988,200.0,-42.25,519.8,8546,-105.333313,45.50012207,31,18947,61.1497993,2,3,3,1.79425383,369.9020081,-35.6285019,48719.0,125443.0,19.5403996,29.1187992,946.3029785,North America
555,1,16.995,16.5,-0.017200001,1495.49,1351.8,1480.19,480.53,3.807886553,1.440000057,48.75,200.0,-47.6,385.38,8544,-107.333313,45.50012207,31,18947,63.0974007,4,3,3,1.48416448,-111.9440002,-35.0387993,52057.60156,72216.0,-10.2284002,-18.8656998,1114.27002,North America
556,2,16.998,17.0,-0.0209,1818.33,1813.41,1807.79,875.87,9.617692031,0.959999979,46.2200012,210.0,-45.54,815.25,8550,-101.333313,45.50012207,7,18947,61.3502007,2,3,3,2.38668895,-12.9885998,-42.7913017,45468.60156,213155.0,1.80928,52.6943016,666.7559814,North America
557,2,19.0,12.0,-0.0028,2457.32,2808.64,2892.38,2705.28,17.21917536,1.980000019,34.5800018,180.0,-34.46,1280.51,8584,-67.33331299,45.50012207,10,18947,53.274601,2,3,1,2.03429246,-78.2842026,-37.2112999,43503.10156,166153.0,-21.6319008,106.9049988,122.9309998,North America
558,2,19.998,20.0,-0.0263,1709.17,1659.78,1692.23,737.53,7.64852927,0.959999979,48.0099983,200.0,-47.08,665.03,8548,-103.333313,45.50012207,33,18947,58.5628014,2,3,3,2.03203607,-40.7818985,-37.0419998,44922.39844,226793.0,27.4221001,52.3950996,891.9979858,North America
559,1,10.803,17.0,-0.0403,493.28,269.72,630.77,61.83,8.514693183,1.440000057,38.2900009,100.0,-37.53,122.66,8530,-121.333313,45.50012207,75,18947,66.7713013,5,2,1,0.69598001,-161.3119965,-34.8782997,45827.0,81938.39844,-4.8389001,58.4524002,813.9210205,North America
560,2,19.0,12.0,-0.0013,2391.96,2832.59,2909.29,2644.46,16.80773631,1.980000019,38.7900009,180.0,-38.72,1236.69,8585,-66.33331299,45.50012207,7,18947,57.2785988,2,3,3,2.07571745,37.3959007,-33.9856987,46470.30078,131102.0,-14.7571001,118.185997,134.3509979,North America
561,1,16.995,16.5,-0.0199,1566.01,1428.88,1537.42,547.05,4.74341649,1.440000057,46.4799995,200.0,-45.39,450.61,8545,-106.333313,45.50012207,22,18947,62.5284004,2,3,3,1.65851879,112.5350037,-35.1613998,48665.19922,79940.79688,8.3247204,9.0917997,1099.660034,North America
562,2,19.998,20.0,-0.0221,1762.55,1736.63,1748.92,805.83,8.631338251,0.959999979,46.5,210.0,-45.7,739.71,8549,-102.333313,45.50012207,8,18947,59.2439995,2,3,3,2.216254,-110.8219986,-38.7635994,42643.0,251529.0,12.0103998,50.472599,797.1820068,North America
563,1,14.754,14.0,-0.0261,777.14,579.78,809.24,306.65,6.670832032,1.440000057,34.8400002,100.0,-33.46,135.78,8534,-117.333313,45.50012207,2,18947,73.439003,6,2,1,0.47625279,-39.9504013,-38.6487007,38892.30078,50625.0,13.0664997,7.3657799,1513.949951,North America
564,6,16.998,17.0,-0.0105,1876.3,1890.13,1868.27,947.34,10.12422837,0.959999979,45.5900002,210.0,-45.02,891.42,8551,-100.333313,45.50012207,3,18947,66.6496964,2,1,3,2.54334092,75.7277985,-45.1679001,49584.89844,157794.0,12.1092997,73.3731995,510.5889893,North America
565,1,14.997,16.0,-0.043699998,1132.12,965.89,1121.88,249.79,2.121320344,1.440000057,40.1199989,100.0,-38.21,103.48,8539,-112.333313,45.50012207,4,18947,73.4450989,6,8,3,0.67163891,-113.2279968,-49.0867004,47251.0,67061.5,31.4601002,-42.4541016,1611.150024,North America
566,1,10.497,11.0,-0.033300001,429.95,192.46,604.54,75.62,7.516648189,1.440000057,39.0099983,100.0,-38.7,181.19,8529,-122.333313,45.50012207,59,18947,58.7220993,5,2,1,0.73329002,232.3959961,-28.1522007,41798.10156,74922.5,-3.14782,95.5239029,13.9398003,North America
567,4,14.996,16.0,-0.017200001,3014.33,2739.27,2857.86,2584.45,24.13503677,0.959999979,40.25,210.0,-39.82,1268.37,8573,-78.33331299,45.50012207,1,18947,33.6260986,2,8,2,1.95907605,-126.651001,-39.3116989,47631.69922,172125.0,-14.0963001,78.9008026,484.3619995,North America
568,2,19.998,20.0,-0.0273,1684.81,1759.45,1675.9,775.69,8.514693183,0.959999979,44.7299995,200.0,-43.93,717.81,8363,-103.333313,44.50012207,7,18947,56.9569016,4,3,3,1.91935074,-42.5742989,-36.7975998,48531.80078,205790.0,24.9524002,33.0452995,1063.800049,North America
569,4,14.996,16.0,-0.0052,2903.82,2628.99,2747.01,2562.94,23.50531855,0.959999979,41.6100006,210.0,-41.33,1188.6,8388,-78.33331299,44.50012207,2,18947,38.3260994,2,6,3,1.95907605,-175.3639984,-38.0621986,50374.19922,154618.0,-18.8834991,87.3710022,254.2550049,North America
570,4,17.504,17.0,0.0634,2277.41,2451.86,2277.87,1462.72,13.50925609,0.959999979,41.2299995,220.0,-40.93,920.59,8373,-93.33331299,44.50012207,1,18947,45.4305992,1,6,3,2.70655751,382.2980042,-39.2027016,50537.10156,215771.0,34.4287987,127.0100021,319.9410095,North America
571,1,19.999,20.0,-0.0317,1573.72,1605.03,1558.03,633.8,6.519202405,1.440000057,46.0,200.0,-44.66,560.87,8362,-104.333313,44.50012207,8,18947,59.1841011,4,3,3,1.80017555,311.1520081,-35.8726997,46699.10156,148186.0,29.5730991,15.3708,1491.709961,North America
572,1,10.803,17.0,-0.0317,518.51,358.75,571.72,105.57,9.513148795,1.440000057,34.6399994,100.0,-33.48,13.28,8346,-120.333313,44.50012207,2,18947,76.7703018,5,2,1,0.486525,-77.0888977,-37.1983986,45861.19922,56710.0,-13.5464001,3.5123799,1392.5,North America
573,2,19.003,12.0,-0.019400001,2325.56,2739.0,2834.34,2507.4,15.18222645,1.980000019,34.5,160.0,-34.41,1251.25,8400,-64.33331299,44.50012207,3,18947,54.4920998,4,3,3,2.0525775,-47.4595985,-40.4194984,41523.89844,87427.20313,-32.1118011,111.9440002,59.6054001,North America
574,4,14.996,16.0,-0.0073,2914.96,2619.6,2741.15,2618.42,22.72663635,0.959999979,41.3300018,200.0,-41.11,1247.28,8389,-77.33331299,44.50012207,8,18947,38.9805984,2,6,3,1.90209615,4.2483401,-38.3777008,48115.80078,168639.0,-15.7587996,96.1490021,178.2599945,North America
575,6,16.998,17.0,-0.025900001,1744.02,1836.61,1737.65,849.06,8.860022573,0.959999979,36.9000015,210.0,-36.23,794.89,8365,-101.333313,44.50012207,7,18947,64.8600998,2,3,3,2.24359822,-46.3681984,-42.1097984,47634.0,244398.0,-10.0047998,38.8689995,668.8049927,North America
576,2,19.998,20.0,-0.0273,1684.81,1759.45,1675.9,775.69,8.514693183,0.959999979,44.7299995,210.0,-43.93,717.81,8364,-102.333313,44.50012207,9,18947,58.9869995,2,3,3,2.08517337,-73.9589005,-37.9561005,48000.10156,248459.0,3.3086901,37.7369003,805.473999,North America
577,4,19.001,12.0,0.0026,2965.7,2610.78,2724.73,2788.67,20.50609665,0.959999979,37.6100006,190.0,-37.2,1438.45,8392,-74.33331299,44.50012207,2,18947,40.7547989,3,8,2,1.77128565,1.34043,-35.2765999,46570.10156,116381.0,-1.1459,94.3188019,502.3479919,North America
578,2,19.002,12.0,0.0046,2912.89,2614.34,2724.01,2819.58,19.81161276,1.980000019,38.0099983,190.0,-37.73,1506.12,8393,-73.33331299,44.50012207,2,18947,42.6069984,3,8,2,1.73011816,-27.4153004,-34.7615013,47001.60156,98394.60156,-1.53469,105.2099991,88.6699982,North America
579,1,10.497,11.0,-0.034600001,370.1,200.23,498.38,58.19,7.64852927,1.440000057,36.0499992,100.0,-35.4,105.51,8343,-123.333313,44.50012207,15,18947,52.9826012,5,3,3,0.58011001,134.8560028,-25.2166996,34487.89844,40254.69922,32.6379013,154.8890076,279.5379944,North America
580,1,19.998,20.0,-0.025,1389.16,1296.05,1355.22,367.7,2.549509757,1.440000057,46.3699989,180.0,-44.93,258.84,8357,-109.333313,44.50012207,8,18947,70.884201,6,3,3,1.00200129,69.1990967,-50.3890991,48447.0,86568.60156,32.1180992,-68.0171967,2598.179932,North America
581,2,18.996,12.0,0.0053,2781.23,2631.11,2731.87,2814.61,18.50675552,1.980000019,33.5999985,190.0,-33.07,1557.11,8395,-71.33331299,44.50012207,8,18947,51.2784996,3,9,1,1.76408434,160.1130066,-39.9438019,43861.5,79025.0,-19.4333992,75.3052979,601.5369873,North America
582,2,15.996,17.0,0.0109,2872.04,2780.46,2854.5,2063.03,20.35927307,0.959999979,41.5900002,220.0,-41.29,898.07,8381,-85.33331299,44.50012207,7,18947,47.5564995,1,3,3,2.32086253,159.9730072,-36.3788986,41624.39844,217163.0,9.0310898,108.2580032,393.1109924,North America
583,4,19.001,12.0,-0.0019,2945.94,2610.48,2728.49,2731.27,21.22498528,0.959999979,38.5999985,190.0,-38.44,1372.55,8391,-75.33331299,44.50012207,1,18947,40.2955017,2,6,3,1.85496187,285.7820129,-37.5926018,46465.89844,141922.0,1.24106,113.8209991,132.6300049,North America
584,2,19.002,12.0,0.0049,2650.05,2660.56,2752.05,2764.79,17.33493582,1.980000019,35.5099983,170.0,-35.42,1461.6,8397,-69.33331299,44.50012207,6,18947,51.7047997,3,3,3,1.87176538,-82.7036972,-35.0367012,43943.19922,90758.0,-5.5978699,123.8970032,87.8481979,North America
585,1,17.997,16.0,-0.0348,1161.71,1063.94,1146.29,180.16,0.707106781,1.440000057,43.5900002,100.0,-41.48,99.98,8354,-112.333313,44.50012207,10,18947,72.3272018,6,6,3,0.52171218,-116.8960037,-44.3886986,48961.89844,76351.89844,18.0513992,-66.5522995,2091.780029,North America
586,1,19.999,20.0,-0.0317,1573.72,1605.03,1558.03,633.8,6.519202405,1.440000057,46.0,200.0,-44.66,560.87,8361,-105.333313,44.50012207,12,18947,59.8019981,4,3,3,1.72764778,128.2630005,-34.5786018,46013.5,85420.70313,22.2528992,5.64644,1298.439941,North America
587,6,17.002,17.0,0.0033,1868.62,1990.8,1866.0,999.12,9.617692031,0.959999979,46.0900002,210.0,-45.55,883.13,8367,-99.33331299,44.50012207,5,18947,76.7867966,2,1,3,2.52104688,165.9179993,-40.6450005,47835.80078,245575.0,-2.4821601,63.7282982,579.7550049,North America
588,2,18.996,12.0,0.0062,2715.57,2644.28,2740.43,2794.85,17.90251379,1.980000019,34.3600006,180.0,-34.06,1508.44,8396,-70.33331299,44.50012207,11,18947,53.3541985,3,8,2,1.82799315,-145.4149933,-38.2594986,43650.30078,84229.5,-11.2315998,101.9089966,226.973999,North America
589,1,10.803,17.0,-0.037999999,443.24,279.48,530.34,34.0,8.631338251,1.440000057,41.0,100.0,-39.89,45.74,8345,-121.333313,44.50012207,12,18947,73.9701996,5,2,1,0.54891503,-93.6959991,-41.097599,46649.69922,71357.89844,-17.9592991,17.1156998,864.7059937,North America
590,1,14.754,14.0,-0.0091,737.89,596.11,733.52,239.05,6.519202405,1.440000057,32.1399994,100.0,-31.0,56.1,8349,-117.333313,44.50012207,26,18947,82.516098,5,2,1,0.31265724,-43.0802002,-35.3755989,37498.5,49355.60156,16.3647995,18.7716999,1152.890015,North America
591,1,14.754,14.0,-0.0091,737.89,596.11,733.52,239.05,6.519202405,1.440000057,32.1399994,100.0,-31.0,56.1,8348,-118.333313,44.50012207,1,18947,78.4233017,5,2,1,0.34997967,126.7600021,-39.8885002,39623.19922,49383.69922,-11.0879002,-22.9796009,1722.430054,North America
592,1,15.001,16.0,-0.018300001,871.34,753.42,861.88,223.47,4.527692569,1.440000057,37.4500008,100.0,-35.43,19.15,8351,-115.333313,44.50012207,5,18947,86.3647003,5,9,1,0.31548017,-53.9127998,-45.7170982,41684.5,51583.39844,-12.3740997,-79.4803009,2228.280029,North America
593,2,19.002,12.0,0.0067,2584.7,2679.91,2766.65,2726.63,16.80773631,1.980000019,39.0900002,180.0,-39.06,1416.79,8398,-68.33331299,44.50012207,15,18947,52.0654984,3,3,1,1.99754381,-221.0399933,-35.0892982,44157.80078,114434.0,-12.6077003,125.0970001,58.5267982,North America
594,6,16.998,17.0,-0.0151,1805.37,1913.73,1801.01,923.62,9.192388155,0.959999979,46.4399986,210.0,-45.88,836.02,8366,-100.333313,44.50012207,2,18947,74.6415024,2,3,3,2.39462543,-116.4649963,-45.5311012,49096.5,223943.0,0.0064642,60.9585991,496.3380127,North America
595,1,14.747,14.0,-0.0295,672.55,517.29,675.18,195.39,7.516648189,1.440000057,34.5699997,100.0,-32.99,2.03,8347,-119.333313,44.50012207,1,18947,77.5707016,5,2,1,0.41285056,-80.6923981,-37.5133018,43919.0,47834.0,8.5243702,11.6105003,1386.300049,North America
596,1,14.997,16.0,-0.036499999,1013.73,908.91,1000.77,165.69,2.549509757,1.440000057,35.3499985,100.0,-33.08,31.84,8353,-113.333313,44.50012207,7,18947,74.702301,5,6,3,0.42519197,-103.6949997,-50.2276001,43670.30078,53274.60156,2.7922001,-89.202301,2458.48999,North America
597,1,15.001,16.0,-0.0309,941.67,831.56,930.3,195.86,3.535533906,1.440000057,35.2099991,100.0,-32.98,3.83,8352,-114.333313,44.50012207,14,18947,82.3683014,5,9,1,0.35644796,89.5313034,-54.3628006,40738.10156,51165.80078,13.2568998,-74.7453003,1975.619995,North America
598,1,10.497,11.0,-0.034600001,370.1,200.23,498.38,58.19,7.64852927,1.440000057,36.0499992,100.0,-35.4,105.51,8344,-122.333313,44.50012207,78,18947,65.8336029,5,2,1,0.58011001,324.1650085,-32.6497993,42668.80078,58096.39844,-13.6684999,56.419899,916.7630005,North America
599,1,14.754,14.0,-0.0039,803.21,674.74,796.05,244.6,5.522680509,1.440000057,34.1399994,100.0,-32.88,24.87,8350,-116.333313,44.50012207,31,18947,85.5914993,5,9,1,0.30088326,272.8880005,-35.4020004,38793.80078,48670.80078,19.1436005,4.5460801,1189.949951,North America
600,1,17.997,16.0,-0.0348,1161.71,1063.94,1146.29,180.16,0.707106781,1.440000057,43.5900002,100.0,-41.48,99.98,8355,-111.333313,44.50012207,26,18947,72.0297012,6,2,1,0.65687144,-2.94186,-46.9175987,49574.80078,88299.0,30.6931992,-60.9742012,2117.169922,North America
601,1,17.997,16.0,-0.0429,1237.15,1141.55,1220.75,220.37,0.707106781,1.440000057,41.5499992,100.0,-39.07,142.24,8356,-110.333313,44.50012207,7,18947,74.9760971,6,3,3,0.83066982,-83.3856964,-53.6306,48035.69922,133783.0,14.4650002,-100.1259995,2423.780029,North America
602,1,11.498,12.0,-0.0305,1130.11,1087.37,1110.4,150.15,0.707106781,1.440000057,41.9900017,100.0,-40.1,20.81,8175,-111.333313,43.50012207,23,18947,74.0310974,6,2,3,0.52064329,17.6506996,-41.9388008,46685.19922,80129.89844,40.5974007,-42.414299,1972.829956,North America
603,2,16.004,17.0,0.0141,2777.73,2591.59,2690.32,2284.08,22.77059507,0.959999979,43.5499992,210.0,-43.37,896.79,8204,-82.33331299,43.50012207,2,18947,38.8721008,2,11,3,2.33229995,185.4100037,-37.9411011,46458.10156,264266.0,-1.2280999,109.0719986,163.1929932,North America
604,6,16.004,17.0,-0.029200001,1610.92,1788.75,1606.11,759.17,7.64852927,0.959999979,35.7400017,200.0,-34.83,659.24,8183,-103.333313,43.50012207,1,18947,59.3800011,4,3,3,1.82927942,-88.4200974,-33.5968018,47921.80078,200043.0,28.5778999,27.6172009,1129.26001,North America
605,4,13.998,14.0,0.0023,2805.1,2508.84,2630.01,2598.29,22.10203611,0.959999979,44.0,200.0,-43.97,1177.56,8209,-77.33331299,43.50012207,1,18947,45.9844017,2,6,3,1.92474389,-47.5792999,-42.1758995,49731.89844,141333.0,-51.9513016,70.229599,-48.5103989,North America
606,1,10.003,10.0,-0.0001,2454.65,2626.43,2707.1,2554.41,14.57737974,1.00999999,35.3600006,150.0,-35.39,1386.91,8399,-65.33331299,44.50012207,1,18947,54.3866005,4,3,1,2.08181238,-82.5137024,-35.5136986,40980.60156,71119.89844,-30.8672009,108.3310013,161.996994,North America
607,2,18.996,12.0,0.0053,2781.23,2631.11,2731.87,2814.61,18.50675552,1.980000019,33.5999985,180.0,-33.07,1557.11,8394,-72.33331299,44.50012207,1,18947,47.4187012,3,8,3,1.73145938,-9.0339603,-36.6276016,44661.0,80830.70313,-7.2133598,92.6955032,338.6830139,North America
608,6,16.004,17.0,-0.0233,1673.72,1866.0,1670.98,835.01,7.90569415,0.959999979,36.9099998,210.0,-36.08,699.02,8185,-101.333313,43.50012207,2,18947,71.9972,2,3,3,2.12156558,-65.1681976,-41.9416008,47689.89844,253446.0,-7.1877398,27.0512009,887.7459717,North America
609,1,11.5,11.5,-0.0285,543.14,450.56,540.02,104.77,8.514693183,1.440000057,33.1199989,100.0,-31.67,113.64,8166,-120.333313,43.50012207,39,18947,81.9673004,5,2,1,0.4107925,-58.2556,-39.4908981,41778.69922,59641.30078,-10.6512003,-13.8889999,1414.140015,North America
610,1,21.997,16.0,-0.0297,1292.96,1324.35,1264.06,351.78,2.549509757,1.440000057,45.5900002,190.0,-43.87,228.39,8178,-108.333313,43.50012207,2,18947,65.447403,4,3,3,1.0617888,-12.9435997,-42.3642998,48932.60156,83301.60156,-13.0064001,-84.9368973,1801.430054,North America
611,6,16.004,17.0,-0.029200001,1610.92,1788.75,1606.11,759.17,7.64852927,0.959999979,35.7400017,200.0,-34.83,659.24,8184,-102.333313,43.50012207,4,18947,63.3778992,2,3,3,1.97486663,177.5079956,-35.2937012,47734.60156,241733.0,11.5759001,33.1873016,897.2150269,North America
612,1,21.997,16.0,-0.040100001,1253.18,1245.89,1218.22,281.0,1.58113883,1.440000057,41.1899986,100.0,-38.45,147.83,8177,-109.333313,43.50012207,2,18947,70.5481033,6,3,3,0.88454252,-60.0271988,-49.2316017,44965.0,78158.5,43.2621994,-75.3283997,2457.77002,North America
613,1,10.8,16.999,-0.0286,417.54,289.94,434.63,44.81,8.860022573,1.440000057,39.9399986,100.0,-38.42,25.0,8165,-121.333313,43.50012207,8,18947,75.5651016,5,2,1,0.48165751,-130.2870026,-45.5903015,43473.89844,61260.0,-17.0498009,-14.2786999,1619.680054,North America
614,6,16.996,17.0,0.057100002,2084.59,2329.22,2085.31,1296.19,11.33578405,0.959999979,40.9599991,220.0,-40.51,909.88,8191,-95.33331299,43.50012207,1,18947,34.1689987,1,3,3,2.74214363,16.4456997,-39.2591019,50291.19922,249062.0,-0.781392,80.2832031,455.1419983,North America
615,1,12.502,13.5,0.0063,748.99,692.18,736.29,193.99,5.522680509,1.440000057,38.4799995,100.0,-37.48,61.47,8170,-116.333313,43.50012207,84,18947,95.4106979,5,2,1,0.17296121,-94.8163986,-30.5503998,39225.69922,49673.19922,33.6651001,38.0583,764.1270142,North America
616,1,11.501,11.5,-0.030099999,1052.01,1008.15,1033.25,101.82,1.58113883,1.440000057,41.3600006,100.0,-39.86,26.71,8173,-113.333313,43.50012207,30,18947,76.7549973,5,2,1,0.30618519,-230.6069946,-39.0442009,46331.0,56507.30078,26.7427006,-30.1900005,1619.599976,North America
617,1,9.999,14.0,-0.025699999,257.85,128.44,369.17,138.08,6.964194139,1.440000057,38.1699982,100.0,-37.83,126.95,8163,-123.333313,43.50012207,8,18947,51.8647995,5,3,3,0.51709002,45.7419014,-27.0900993,40644.80078,71250.79688,39.1609993,147.0679932,236.3820038,North America
618,1,11.501,11.5,-0.030099999,1052.01,1008.15,1033.25,101.82,1.58113883,1.440000057,41.3600006,100.0,-39.86,26.71,8174,-112.333313,43.50012207,50,18947,74.526001,6,2,1,0.38798475,70.4486008,-37.4548988,48162.19922,69393.0,23.0984001,-28.7553997,1501.939941,North America
